FILENAME	Isolate	PubMLSTID	Accn1	Country	Continent	Region	Year	Source	DetailedSource	Serogroup	cgST(cgMLST)	Threshold7(outbreak)	Threshold133(sublineage)	Biotype	Completeness(%)	"ST(Kirchbergeretal.,2016)"	ST(Octaviaetal2013)
GCF_003348195.1_ASM334819v1.fasta	Vc_BD24	1578	GCA_003348195.1	Bangladesh	Asia			environmental		non-O1/O139	352	256	123		99.67253377	276	67
GCF_003348265.1_ASM334826v1.fasta	Vc_BD25	1579	GCA_003348265.1	Bangladesh	Asia			environmental		non-O1/O139	501	25	17		99.05853459	165	NA
GCF_003348235.1_ASM334823v1.fasta	Vc_BD26	1580	GCA_003348235.1	Bangladesh	Asia			environmental		non-O1/O139	26	184	100		99.75440033	286	NA
GCF_003348175.1_ASM334817v1.fasta	Vc_BD27	1581	GCA_003348175.1	Bangladesh	Asia	Mathbaria		environmental		non-O1/O139	35	61	40		99.71346705	275	NA
GCF_003348145.1_ASM334814v1.fasta	Vc_BD28	1582	GCA_003348145.1	Bangladesh	Asia	Mathbaria		environmental		non-O1/O139	187	61	40		99.71346705	275	NA
GCF_003348135.1_ASM334813v1.fasta	Vc_BD29	1583	GCA_003348135.1	Bangladesh	Asia			environmental		non-O1/O139	532	31	22		99.46786738	223	NA
GCF_003348115.1_ASM334811v1.fasta	Vc_BD30	1584	GCA_003348115.1	Bangladesh	Asia			environmental		non-O1/O139	63	34	24		99.50880065	250	NA
GCF_003348095.1_ASM334809v1.fasta	Vc_BD31	1585	GCA_003348095.1	Bangladesh	Asia			environmental		non-O1/O139	478	163	93		99.26320098	199	NA
GCF_003348065.1_ASM334806v1.fasta	Vc_BD32	1586	GCA_003348065.1	Bangladesh	Asia			environmental		non-O1/O139	63	34	24		99.50880065	250	NA
GCF_003348635.1_ASM334863v1.fasta	Vc_BD33	1587	GCA_003348635.1	Bangladesh	Asia			environmental		non-O1/O139	189	25	17		99.30413426	165	NA
GCF_003348055.1_ASM334805v1.fasta	Vc_BD34	1588	GCA_003348055.1	Bangladesh	Asia			environmental		non-O1/O139	461	59	38		99.59066721	260	NA
GCF_003348585.1_ASM334858v1.fasta	Vc_BD35	1589	GCA_003348585.1	Bangladesh	Asia			environmental		non-O1/O139	512	35	26		99.54973393	257	NA
GCF_003348035.1_ASM334803v1.fasta	Vc_BD37	1590	GCA_003348035.1	Bangladesh	Asia			environmental		non-O1/O139	418	35	26		99.54973393	257	NA
GCF_003348575.1_ASM334857v1.fasta	Vc_BD38	1591	GCA_003348575.1	Bangladesh	Asia			environmental		non-O1/O139	219	54	33		99.14040115	176	NA
GCF_003348545.1_ASM334854v1.fasta	Vc_BD39	1592	GCA_003348545.1	Bangladesh	Asia			environmental		non-O1/O139	164	54	33		99.14040115	176	NA
GCF_003348015.1_ASM334801v1.fasta	Vc_BD40	1593	GCA_003348015.1	Bangladesh	Asia			environmental		non-O1/O139	376	35	26		99.59066721	257	NA
GCF_003347995.1_ASM334799v1.fasta	Vc_BD43	1594	GCA_003347995.1	Bangladesh	Asia			environmental		non-O1/O139	274	31	22		99.4269341	223	NA
GCF_003347945.1_ASM334794v1.fasta	Vc_BD44	1595	GCA_003347945.1	Bangladesh	Asia	Mathbaria		environmental		non-O1/O139	18	61	40		99.71346705	275	NA
GCF_003347905.1_ASM334790v1.fasta	Vc_BD47	1596	GCA_003347905.1	Bangladesh	Asia			environmental		non-O1/O139	460	252	119		99.63160049	268	NA
GCF_003347935.1_ASM334793v1.fasta	Vc_BD48	1597	GCA_003347935.1	Bangladesh	Asia	Mathbaria		environmental		non-O1/O139	365	61	40		99.71346705	275	NA
GCF_003348535.1_ASM334853v1.fasta	Vc_BD49	1598	GCA_003348535.1	Bangladesh	Asia	Mathbaria		environmental		non-O1/O139	239	61	40		99.71346705	275	NA
GCF_003347865.1_ASM334786v1.fasta	Vc_BD51	1599	GCA_003347865.1	Bangladesh	Asia			environmental		non-O1/O139	222	60	39		99.63160049	261	NA
GCF_003347855.1_ASM334785v1.fasta	Vc_BD53	1600	GCA_003347855.1	Bangladesh	Asia			environmental		non-O1/O139	560	169	97		99.46786738	237	NA
GCF_003347835.1_ASM334783v1.fasta	Vc_BD54	1601	GCA_003347835.1	Bangladesh	Asia			environmental		non-O1/O139	245	62	41		99.71346705	284	NA
GCF_003347775.1_ASM334777v1.fasta	Vc_BD55	1602	GCA_003347775.1	Bangladesh	Asia			environmental		non-O1/O139	84	164	94		99.30413426	210	NA
GCF_003347815.1_ASM334781v1.fasta	Vc_BD56	1603	GCA_003347815.1	Bangladesh	Asia			environmental		non-O1/O139	39	68	46		99.09946787	164	NA
GCF_003347755.1_ASM334775v1.fasta	Vc_BD57	1604	GCA_003347755.1	Bangladesh	Asia			environmental		non-O1/O139	271	31	22		99.46786738	223	NA
GCF_003347725.1_ASM334772v1.fasta	Vc_BD58	1605	GCA_003347725.1	Bangladesh	Asia			environmental		non-O1/O139	342	25	17		99.46786738	165	NA
GCF_003347785.1_ASM334778v1.fasta	Vc_BD59	1606	GCA_003347785.1	Bangladesh	Asia			environmental		non-O1/O139	21	25	17		99.4269341	165	NA
GCF_003347715.1_ASM334771v1.fasta	Vc_BD60	1607	GCA_003347715.1	Bangladesh	Asia			environmental		non-O1/O139	57	60	39		99.59066721	261	NA
GCF_002097735.1_ASM209773v1.fasta	Vc_CISM_300055	1660	GCA_002097735.1	Mozambique	Africa	Manhica	2008	human	clinical	Non-O1	410	166	95		99.34506754	218	766
GCF_002097745.1_ASM209774v1.fasta	Vc_CISM_300205	1661	GCA_002097745.1	Mozambique	Africa	Manhica	2008	human	clinical	Non-O1	538	244	30		99.18133442	162	733
GCF_000387585.1_BJG-01.fasta	Vc_CP1110	1695	GCA_000387585.1	USA	North America	Flourida	2010	human	clinical	O75	343	26	18		99.34506754	166	754
GCF_000387625.1_BJG-01.fasta	Vc_CP1111	1696	GCA_000387625.1	USA	North America	Flourida	2010	human	clinical	O75	160	26	18		99.26320098	166	754
GCF_000387645.1_BJG-01.fasta	Vc_CP1112	1697	GCA_000387645.1	USA	North America	Flourida	2010	human	clinical	O75	192	26	18		99.34506754	166	754
GCF_000387665.1_BJG-01.fasta	Vc_CP1113	1698	GCA_000387665.1	USA	North America	Flourida	2010	human	clinical	O75	192	26	18		99.34506754	166	754
GCF_000387685.1_BJG-01.fasta	Vc_CP1114	1699	GCA_000387685.1	USA	North America	Flourida	2010	human	clinical	O75	60	26	18		99.05853459	166	754
GCF_000387605.1_BJG-01.fasta	Vc_CP1115	1700	GCA_000387605.1	USA	North America	Flourida	2010	human	clinical	O75	562	26	18		99.30413426	166	754
GCF_000387725.1_BJG-01.fasta	Vc_CP1116	1701	GCA_000387725.1	USA	North America	Flourida	2010	human	clinical	O75	514	26	18		99.30413426	166	754
GCF_000387705.1_BJG-01.fasta	Vc_CP1117	1702	GCA_000387705.1	USA	North America	Flourida	2010	human	clinical	O75	523	26	18		99.34506754	166	754
GCF_001953375.1_ASM195337v1.fasta	Vc_DL4215	1706	GCA_001953375.1	USA	North America	Mouth of Rio Grande	2008	environmental		Non-O1	281	269	129		99.46786738	238	765
GCF_000348345.2_ASM34834v2.fasta	Vc_EM-1676A	1726	GCA_000348345.2	Bangladesh	Asia	Mathbaria	2011	environmental		non-O1/O139	339	167	96		99.38600082	224	NA
GCF_002313025.1_ASM231302v1.fasta	Vc_FORC_055	2035	GCA_002313025.1	South Korea	Asia		2014	environmental			604	261	125		98.44453541	93	746
GCF_000221445.1_ASM22144v1.fasta	Vc_HC-02A1	1749	GCA_000221445.1	Haiti	North America		2010	human	clinical	Non-O1	285	24	16		99.01760131	50	740
GCF_000305525.2_ASM30552v2.fasta	Vc_HC-02C1	1750	GCA_000305525.2	Haiti	North America			human	clinical	Non-O1	59	24	16		99.18133442	50	740
GCF_000304775.1_ASM30477v1.fasta	Vc_HC-1A2	1748	GCA_000304775.1	Haiti	North America			human	clinical	Non-O1	444	24	16		99.18133442	50	740
GCF_000474965.1_vcoHC36A1.fasta	Vc_HC-36A1	1762	GCA_000474965.1	Haiti	North America			human	clinical	Non-O1	450	24	16		99.18133442	50	740
GCF_000279435.1_ASM27943v1.fasta	Vc_HC-43B1	1768	GCA_000279435.1	Haiti	North America		2010	human	clinical	Non-O1	421	10	2		98.56733524	85	736
GCF_000302835.1_ASM30283v1.fasta	Vc_HC-50A1	1774	GCA_000302835.1	Haiti	North America			human	clinical	Non-O1	315	24	16		96.68440442	50	740
GCF_000302875.1_ASM30287v1.fasta	Vc_HC-55A1	1775	GCA_000302875.1	Haiti	North America			human	clinical	Non-O1	143	24	16		96.80720426	50	740
GCF_000305015.2_ASM30501v2.fasta	Vc_HC-55C2	1776	GCA_000305015.2	Haiti	North America			human	clinical	Non-O1	86	24	16		99.05853459	50	740
GCF_000303005.1_ASM30300v1.fasta	Vc_HC-57A1	1777	GCA_000303005.1	Haiti	North America			human	clinical	Non-O1	454	24	16		96.80720426	50	740
GCF_000305195.2_ASM30519v2.fasta	Vc_HC-59A1	1778	GCA_000305195.2	Haiti	North America			human	clinical	Non-O1	396	24	16		99.18133442	50	740
GCF_000305545.2_ASM30554v2.fasta	Vc_HC-59B1	1779	GCA_000305545.2	Haiti	North America			human	clinical	Non-O1	419	24	16		99.18133442	50	740
GCF_000305055.2_ASM30505v2.fasta	Vc_HC-60A1	1780	GCA_000305055.2	Haiti	North America			human	clinical	Non-O1	299	24	16		99.2222677	50	740
GCF_000304795.1_ASM30479v1.fasta	Vc_HC-61A2	1781	GCA_000304795.1	Haiti	North America			human	clinical	Non-O1	163	24	16		99.18133442	50	740
GCF_000327225.3_ASM32722v3.fasta	Vc_HC-78A1	1793	GCA_000327225.3	Haiti	North America			human	clinical	O1	456	24	16		99.09946787	50	740
GCF_000279265.1_ASM27926v1.fasta	Vc_HE-25	1799	GCA_000279265.1	Haiti	North America		2010	environmental		non-O1/O139	430	271	130		99.59066721	262	745
GCF_000305115.2_ASM30511v2.fasta	Vc_HE-40	1800	GCA_000305115.2	Haiti	North America			environmental		non-O1/O139	552	50	30		99.09946787	162	733
GCF_000279285.1_ASM27928v1.fasta	Vc_HE-45	1801	GCA_000279285.1	Haiti	North America		2010	environmental		non-O1/O139	73	239	110		98.73106836	122	730
GCF_000220765.2_ASM22076v3.fasta	Vc_HE39	1802	GCA_000220765.3	Haiti	North America		2010	environmental		non-O1/O139	173	50	30		99.01760131	162	733
GCF_001857515.1_ASM185751v1.fasta	Vc_HE46	1803	GCA_001857515.1	Haiti	North America		2011	environmental		non-O1/O139	366	67	45		98.97666803	156	NA
GCF_000220785.1_ASM22078v2.fasta	Vc_HE48	1804	GCA_000220785.2	Haiti	North America		2010	environmental		non-O1/O139	71	263	127		98.69013508	117	739
GCF_001718105.1_ASM171810v1.fasta	Vc_L11	1812	GCA_001718105.1	Sweden	Europe	Lommabukten	2007	environmental		non-O1/O139	321	243	113		99.09946787	171	763
GCF_001718095.1_ASM171809v1.fasta	Vc_L15	1813	GCA_001718095.1	Sweden	Europe		2006	environmental		non-O1/O139	196	254	121		99.63160049	269	762
GCF_002196375.1_ASM219637v1.fasta	Vc_M1337	1820	GCA_002196375.1	Russia	Asia	Astrakhan		human	clinical	O1	183	275	131		98.81293492	137	NA
GCF_000348425.2_ASM34842v2.fasta	Vc_NHCC-008D	1839	GCA_000348425.2	Bangladesh	Asia	Chhatak	2010	human	clinical	O1	256	276	132		99.26320098	201	743
GCF_002196055.1_ASM219605v1.fasta	Vc_P-18748	1884	GCA_002196055.1	Russia	Asia	Sochi	2004	human	clinical	O1	534	241	111		98.85386819	142	178
GCF_000318075.1_Vibrio_cholerae_PS15.fasta	Vc_PS15	1907	GCA_000318075.1	USA	North America	Washington		environmental		O106	107	319	161		98.40360213	86	NA
GCF_001857485.1_ASM185748v1.fasta	Vc_TP	1941	GCA_001857485.1	USA	North America	San Diego	2000	environmental		Non-O1	90	251	118		99.50880065	251	NA
GCF_001729195.1_ASM172919v1.fasta	Vc_VC22	1944	GCA_001729195.1	USA	North America			environmental		O1	561	249	37		99.4269341	231	NA
GCF_000299495.2_VC35.1.fasta	Vc_VC35	1945	GCA_000299495.2	Malaysia	Asia		2004	human	clinical	O1	262	281	134		99.09946787	172	166
GCF_001857165.1_ASM185716v1.fasta	Vc_VC48	1946	GCA_001857165.1	USA	North America	Florida		environmental		Non-O1	264	171	99		99.46786738	239	735
GCF_001857155.1_ASM185715v1.fasta	Vc_VC53	1947	GCA_001857155.1	USA	North America	Alabama	2009	environmental		Non-O1	102	233	12		97.91240278	67	NA
GCF_001857175.1_ASM185717v1.fasta	Vc_VC56	2288	GCA_001857175.1	USA	North America	Alabama	2009	environmental		Non-O1	602	152	12		97.8714695	67	NA
GCF_001402185.1_ASM140218v1.fasta	Vc_YB1A01	1950	GCA_001402185.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	323	27	19		99.54973393	129	747
GCF_003349475.1_ASM334947v1.fasta	Vc_YB1C06	1951	GCA_003349475.1	USA	North America	Oyster Pond		environmental		non-O1/O139	286	22	14		99.71346705	81	NA
GCF_003349495.1_ASM334949v1.fasta	Vc_YB1E12	1952	GCA_003349495.1	USA	North America	Oyster Pond		environmental		non-O1/O139	42	32	23		99.46786738	158	NA
GCF_002284495.1_ASM228449v1.fasta	Vc_YB1G01	1953	GCA_002284495.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	62	162	92		99.18133442	182	773
GCF_001402365.1_ASM140236v1.fasta	Vc_YB1G06	1954	GCA_001402365.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	43	28	20		99.79533361	143	750
GCF_003349755.1_ASM334975v1.fasta	Vc_YB2A04	1955	GCA_003349755.1	USA	North America	Oyster Pond		environmental		non-O1/O139	51	53	32		99.14040115	52	NA
GCF_001402535.1_ASM140253v1.fasta	Vc_YB2A05	1956	GCA_001402535.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	72	36	20		99.79533361	143	749
GCF_001402375.1_ASM140237v1.fasta	Vc_YB2A06	1957	GCA_001402375.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	405	57	35		99.38600082	149	335
GCF_003349445.1_ASM334944v1.fasta	Vc_YB2A12	1958	GCA_003349445.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	137	55	34		99.67253377	183	771
GCF_003349405.1_ASM334940v1.fasta	Vc_YB2C01	1959	GCA_003349405.1	USA	North America	Oyster Pond		environmental		non-O1/O139	543	36	20		99.2222677	143	749
GCF_002284475.1_ASM228447v1.fasta	Vc_YB2C05	1960	GCA_002284475.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	106	170	98		99.46786738	240	772
GCF_002284425.1_ASM228442v1.fasta	Vc_YB2D07	1961	GCA_002284425.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	541	234	106		97.95333606	69	NA
GCF_002284415.1_ASM228441v1.fasta	Vc_YB2E01	1962	GCA_002284415.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	590	28	20		98.85386819	143	750
GCF_003349395.1_ASM334939v1.fasta	Vc_YB2E03	1963	GCA_003349395.1	USA	North America	Oyster Pond		environmental		non-O1/O139	558	55	34		99.18133442	183	771
GCF_001411585.1_ASM141158v1.fasta	Vc_YB2G01	1964	GCA_001411585.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	96	57	35		99.38600082	149	335
GCF_001402415.1_ASM140241v1.fasta	Vc_YB2G05	1965	GCA_001402415.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	305	36	20		99.79533361	143	749
GCF_001402425.1_ASM140242v1.fasta	Vc_YB2G07	1966	GCA_001402425.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	144	51	31		99.4269341	157	463
GCF_003349365.1_ASM334936v1.fasta	Vc_YB2H11	1967	GCA_003349365.1	USA	North America	Oyster Pond		environmental		non-O1/O139	373	27	19		99.34506754	129	747
GCF_001402545.1_ASM140254v1.fasta	Vc_YB3B05	1968	GCA_001402545.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	427	30	21		99.38600082	225	NA
GCF_003349745.1_ASM334974v1.fasta	Vc_YB3D09	1969	GCA_003349745.1	USA	North America	Oyster Pond		environmental		non-O1/O139	488	23	15		99.71346705	148	768
GCF_002284355.1_ASM228435v1.fasta	Vc_YB3F10	1970	GCA_002284355.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	406	282	135		98.56733524	107	NA
GCF_001402275.1_ASM140227v1.fasta	Vc_YB3G04	1971	GCA_001402275.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	118	57	35		99.38600082	149	335
GCF_003349335.1_ASM334933v1.fasta	Vc_YB4B01	1972	GCA_003349335.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	350	51	31		99.05853459	157	463
GCF_001402605.1_ASM140260v1.fasta	Vc_YB4B03	1973	GCA_001402605.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	144	51	31		99.4269341	157	463
GCF_001402285.1_ASM140228v1.fasta	Vc_YB4C07	1974	GCA_001402285.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	109	30	21		99.38600082	225	NA
GCF_003349325.1_ASM334932v1.fasta	Vc_YB4D09	1975	GCA_003349325.1	USA	North America	Oyster Pond		environmental		non-O1/O139	93	55	34		99.63160049	183	771
GCF_001402265.1_ASM140226v1.fasta	Vc_YB4F05	1976	GCA_001402265.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	72	36	20		99.79533361	143	749
GCF_001402575.1_ASM140257v1.fasta	Vc_YB4G05	1977	GCA_001402575.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	581	51	31		99.38600082	157	463
GCF_001402255.1_ASM140225v1.fasta	Vc_YB4G06	1978	GCA_001402255.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	118	57	35		99.38600082	149	335
GCF_002284325.1_ASM228432v1.fasta	Vc_YB4G08	1979	GCA_002284325.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	358	63	42		99.75440033	173	770
GCF_001402585.1_ASM140258v1.fasta	Vc_YB4H02	1980	GCA_001402585.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	118	57	35		99.38600082	149	335
GCF_003349645.1_ASM334964v1.fasta	Vc_YB4H04	1981	GCA_003349645.1	USA	North America	Oyster Pond		environmental		non-O1/O139	494	63	42		99.09946787	173	770
GCF_002284315.1_ASM228431v1.fasta	Vc_YB4H06	1982	GCA_002284315.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	434	51	31		98.97666803	157	463
GCF_002284245.1_ASM228424v1.fasta	Vc_YB4H11	1983	GCA_002284245.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	466	28	20		99.79533361	143	750
GCF_001402435.1_ASM140243v1.fasta	Vc_YB5A06	1984	GCA_001402435.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	364	27	19		99.59066721	129	747
GCF_003349585.1_ASM334958v1.fasta	Vc_YB5B09	1985	GCA_003349585.1	USA	North America	Oyster Pond		environmental		non-O1/O139	118	57	35		99.38600082	149	335
GCF_003349615.1_ASM334961v1.fasta	Vc_YB5F01	1986	GCA_003349615.1	USA	North America	Oyster Pond		environmental		non-O1/O139	267	22	14		98.28080229	81	NA
GCF_002284235.1_ASM228423v1.fasta	Vc_YB5F10	1987	GCA_002284235.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	471	247	115		99.30413426	213	769
GCF_003349575.1_ASM334957v1.fasta	Vc_YB5H09	1988	GCA_003349575.1	USA	North America	Oyster Pond		environmental		non-O1/O139	32	246	114		99.2222677	195	NA
GCF_001402445.1_ASM140244v1.fasta	Vc_YB6A06	1989	GCA_001402445.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	72	36	20		99.79533361	143	749
GCF_003349125.1_ASM334912v1.fasta	Vc_YB6B02	1990	GCA_003349125.1	USA	North America	Oyster Pond		environmental		non-O1/O139	43	28	20		99.79533361	143	750
GCF_003349525.1_ASM334952v1.fasta	Vc_YB6D03	1991	GCA_003349525.1	USA	North America	Oyster Pond		environmental		non-O1/O139	509	242	112		99.01760131	69	NA
GCF_002284205.1_ASM228420v1.fasta	Vc_YB6D06	1992	GCA_002284205.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	363	260	124		97.2984036	58	NA
GCF_003349145.1_ASM334914v1.fasta	Vc_YB6D07	1993	GCA_003349145.1	USA	North America	Oyster Pond		environmental		non-O1/O139	50	65	43		98.40360213	87	751
GCF_003349115.1_ASM334911v1.fasta	Vc_YB6D09	1994	GCA_003349115.1	USA	North America	Oyster Pond		environmental		non-O1/O139	298	53	32		96.88907081	52	NA
GCF_003349055.1_ASM334905v1.fasta	Vc_YB6E05	1995	GCA_003349055.1	USA	North America	Oyster Pond		environmental		non-O1/O139	400	188	14		99.75440033	81	NA
GCF_003349065.1_ASM334906v1.fasta	Vc_YB6E06	1996	GCA_003349065.1	USA	North America	Oyster Pond		environmental		non-O1/O139	480	32	23		98.97666803	158	NA
GCF_002284185.1_ASM228418v1.fasta	Vc_YB6E07	1997	GCA_002284185.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	145	65	43		98.60826852	87	751
GCF_003349045.1_ASM334904v1.fasta	Vc_YB6E09	1998	GCA_003349045.1	USA	North America	Oyster Pond		environmental		non-O1/O139	72	36	20		99.79533361	143	749
GCF_003349035.1_ASM334903v1.fasta	Vc_YB6E10	1999	GCA_003349035.1	USA	North America	Oyster Pond		environmental		non-O1/O139	316	23	15		98.89480147	148	768
GCF_003348995.1_ASM334899v1.fasta	Vc_YB6F04	2000	GCA_003348995.1	USA	North America	Oyster Pond		environmental		non-O1/O139	327	36	20		99.59066721	143	749
GCF_003349545.1_ASM334954v1.fasta	Vc_YB6F07	2001	GCA_003349545.1	USA	North America	Oyster Pond		environmental		non-O1/O139	416	28	20		99.26320098	143	750
GCF_002284175.1_ASM228417v1.fasta	Vc_YB6F08	2002	GCA_002284175.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	302	36	20		99.63160049	143	749
GCF_003348985.1_ASM334898v1.fasta	Vc_YB6F09	2003	GCA_003348985.1	USA	North America	Oyster Pond		environmental		non-O1/O139	116	53	32		99.26320098	52	NA
GCF_002284265.1_ASM228426v1.fasta	Vc_YB6F10	2004	GCA_002284265.1	USA	North America	Oyster Pond		environmental		non-O1/O139	46	27	19		99.2222677	129	747
GCF_003348965.1_ASM334896v1.fasta	Vc_YB6G01	2005	GCA_003348965.1	USA	North America	Oyster Pond		environmental		non-O1/O139	238	27	19		99.30413426	129	747
GCF_002284155.1_ASM228415v1.fasta	Vc_YB6G08	2006	GCA_002284155.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	17	23	15		99.4269341	148	768
GCF_001402335.1_ASM140233v1.fasta	Vc_YB7A06	2007	GCA_001402335.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	364	27	19		99.59066721	129	747
GCF_001402595.1_ASM140259v1.fasta	Vc_YB7A09	2008	GCA_001402595.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	72	36	20		99.79533361	143	749
GCF_003348955.1_ASM334895v1.fasta	Vc_YB7B03	2009	GCA_003348955.1	USA	North America	Oyster Pond		environmental		non-O1/O139	591	27	19		99.18133442	129	747
GCF_003348925.1_ASM334892v1.fasta	Vc_YB7B05	2010	GCA_003348925.1	USA	North America	Oyster Pond		environmental		non-O1/O139	43	28	20		99.79533361	143	750
GCF_003348905.1_ASM334890v1.fasta	Vc_YB7B07	2011	GCA_003348905.1	USA	North America	Oyster Pond		environmental		non-O1/O139	544	27	19		99.30413426	129	747
GCF_003348875.1_ASM334887v1.fasta	Vc_YB7C09	2012	GCA_003348875.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	181	27	19		99.54973393	129	747
GCF_003348835.1_ASM334883v1.fasta	Vc_YB7F09	2013	GCA_003348835.1	USA	North America	Oyster Pond		environmental		non-O1/O139	161	27	19		98.77200164	129	747
GCF_003348815.1_ASM334881v1.fasta	Vc_YB7G04	2014	GCA_003348815.1	USA	North America	Oyster Pond		environmental		non-O1/O139	268	32	23		99.34506754	158	NA
GCF_003348825.1_ASM334882v1.fasta	Vc_YB8A02	2015	GCA_003348825.1	USA	North America	Oyster Pond		environmental		non-O1/O139	445	28	20		99.63160049	143	750
GCF_002284095.1_ASM228409v1.fasta	Vc_YB8C06	2016	GCA_002284095.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	118	57	35		99.38600082	149	335
GCF_003348755.1_ASM334875v1.fasta	Vc_YB8E03	2017	GCA_003348755.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	25	322	164		97.46213672	60	NA
GCF_001402655.1_ASM140265v1.fasta	Vc_YB8E08	2018	GCA_001402655.1	USA	North America	Oyster Pond	2009	environmental		non-O1/O139	489	30	21		99.38600082	225	NA
GCF_002284115.1_ASM228411v1.fasta	Vc_YB8F12	2019	GCA_002284115.1	USA	North America	Oyster Pond		environmental		non-O1/O139	118	57	35		99.38600082	149	335
GCF_003348745.1_ASM334874v1.fasta	Vc_YB9F05	2020	GCA_003348745.1	USA	North America	Oyster Pond		environmental		non-O1/O139	122	57	35		98.89480147	149	335
